文本序号	文本内容
256	凯美瑞HQ属于中级轿车，整个内饰空间都是无比宽敞的，坐在车里面会觉得很放松，我的身高有1.76米，头部和车顶之间有十二三公分的距离，膝盖和中控台之间也有十多公分的距离，在驾驶和操控车辆时都是很轻松的，后排的空间也是很大的，并排坐三个人是很宽松的，腿部空间以及身体四周空间都是有一些剩余的，后备箱的容积也很充足
257	这辆车的空间的话，我觉得还是挺好的，就单纯的作为一个家用车的话，这辆车的空间是非常的足够的，一般的情况下坐下5个人是没有任何问题的。如果在考虑更加正常的情况的话，比如说来了几个小孩子，那么就能坐下更多的人了。而且这辆车的后备箱储物空间也可以用巨大来形容了。
258	空间足够宽敞，平时跟家人出去吃饭啊或者是和几个朋友出去玩，坐着也不会显拥挤，就是正常车的空间大小那样，不会偏大也不会偏小。我朋友一米八几大个坐驾驶位都还显宽敞。后面的位置留足了空间，就算是满座也不会很挤。
259	因为凯美瑞买来主要是老婆接送小孩用的，空间方面对于我们家来说绝对超宽敞，两个小孩经常在后座打打闹闹，玩累到了就一起躺在二排休息，丝豪没有拥挤感，正副座的驾乘空间也不用说，二个字宽敞”，还有后备箱够大，总之，整车的空间我们一家都很满意。
260	丰田凯美瑞的空间表现让我放心，整辆车的内饰都是很宽敞的，一般的情况都是我跟老婆坐在前排，后排的宝宝坐在安全座椅里，空间方面还有很大的剩余。车门内侧一些放杂物的空间以及手套箱和扶手箱的空间都是蛮大的，随身携带的钥匙，手机，矿泉水以及一些材料都可以随手放在里面，取和拿也都是很方便的。
261	车子的乘坐空间让我比较满意吧，毕竟当初也是为了空间考虑才从b级车开始选的，因为车子需要能够坐五个人，小孩马上就出生了，加上爸爸妈妈或者老丈人他们，基本上车子主要是坐五个人。所以需要空间大一些的车子不然太难受了。这台凯美瑞从前排的空间来看是非常不错，我是完全能调整到一个非常舒适的驾驶坐姿，因为车的主驾驶席位是有肩部的调节和腰部的调节。这样可以完全贴合你的曲线。调整好之后我的头顶还留有3指的距离，也不会难受，感觉不到头顶的压抑感。这个腿我个子比较高188，调整完全之后腿部也能有二指的距离。顶不到我觉得就可以了，不难受，因为我这个身高其实大家都推荐我买suv。但是我认为老婆孩子的乘坐舒适性要比这点更重要。副驾驶的空间和主驾驶基本是一致的，老婆平时坐着就感觉很舒服。后排有儿童座椅的插口，而且位置比较大，因为车长嘛，所以基本上我坐在后排刚好快顶到前排座包，我老婆172坐后面完全可以跷二郎腿，空间还是很出色的。三个人坐后排的时候也不拥挤。后备箱非常大，婴儿车已经买好了，放在里面也只占了一小半的位置，还可以放很多东西。以后孩子的东西会比较多，这个后备箱算是解决了大麻烦。
262	这辆车的空间还是很不错的，打开车门看到的感觉就很敞亮，坐在内室当中是一种无忧无虑的姿态，天天开着它去上班心情就是美美哒，至于后备箱的空间和后排的空间暂时利用率都不是很高，不过看起来都是很宽很大的，估计使用起来都不会差的。
263	空间上就是最让我惊喜的了，就前排来说，开车的时候不会有压抑感，头部空间和横向空间都很宽敞。后排的话，基本都是小孩在坐，所以也不会有挤的感觉，甚至都能翻跟头哈哈。后备箱就是其中画龙点睛的地方了，不管是纵向宽度还是深度都碾压同级了，平时塞满的情况真的很少，也就是过年走走亲戚需要带点礼物，所以是完全够用的。
264	说到空间。对于一个轿车来说，2825的轴距，我媳妇坐后排她说宽松的狠，坐三人完全没有问题，中间的地台相比前一代的平整化，略微凸起了一点，4儿子店说是因为后悬挂采用了双叉臂式悬架，为了增强车身刚性结构才做这样的调整，如果真是这样，我觉得也是完全可以接受的，毕竟安全大过天啊！后排空间那比之前的小飞度宽敞多了
265	这款车的空间还是比较大的，驾驶位和后排都很宽敞，不会觉得狭挤，人坐着是比较透气的。而且后备箱空间也挺大，可以放很多杂物，另外就是车内可储蓄空间也很多，我觉得挺实用的，作为一辆B级车，空间设计还是不错的，我给好评。
266	空间这方面就没有几个人会说凯美瑞的空间不行，我1米8接近190斤了，算得上是比较重要的，反正坐在车内，我还是有一点活动的空间，膝盖可以完全伸直来一点儿都不会憋屈，不像别的车子，头发都完全扫到车顶了，前排的储物格相当的多，像门板还有中央扶手箱的空间都比较深，放一些大一些的物品都很方便，
267	空间真的非常的大，节假日我把整个安装好的烤肉架直接放进去了，就是不小心剐蹭了一点车漆，心痛。后备箱原来还放了两箱水，好习惯，多向我学习。放些食材，居然还没有满，好吧你是真的大。一家4口就出发咯。车内空间，不敢说三道四，哈哈哈南方朋友一只，170的身高，能够让我做很多大人才能做的动作。我很满意。前排储物空间很智能，很人性化
268	我身高是174cm，体重140kg左右，坐在前排的驾驶位感觉良好。不需要额外调节座位就能把脚轻松地放到油门以及制动踏板上面，头顶距离车顶大概还有四根手指左右的距离，在开车的时候我很喜欢把左手靠在左侧扶手，因为空间宽度允许我这么任性。所以总的来说还算满意的。
269	空间很大，对我来说绰绰有余，我身高166体重96斤，驾驶位置调整到我需要的位置还是超级舒服的，后排空间也非常大我坐在后排的话，膝盖到前排至少有三个拳头??的距离，而且后排就算坐三个人空间还是非常宽敞的，储物盒也非常大，放一些手机??或者水杯都是非常实用的。后备箱空间如果旅游放一些生活必需品还是完全可以的，能放两个密码箱。后排坐三个人不是很挤哦，而且没有压抑感宽敞的驾驶员家人乘坐评价前几天我们一家人去吃饭，爸爸妈妈还有弟弟坐在后排，一点也不挤，妈妈还说坐得挺舒服的。后备厢容积后备箱的话放一个26寸密码箱和一个24寸密码箱是完全OK的，我是一个车上能放许多乱七八糟东西的女司机??，觉得还可以。
270	空间还是很够用的，后排腿部空间很宽敞，头部空间一般，可能是因为车身造型的原因，中间地板凸起比较高，不是太满意，后备箱空间很深很大，开口很大非常实用，这点还是非常喜欢的。
271	轴距够大，无论是前排还是后排空间都很大，满载坐起来一点也不挤，坐起来非常舒服，后排小孩经常躺在地上，足够大，后备箱里能放很多东西，2箱水2行李箱还有杂物一点也不挤。
272	这个车子的空间真不错，实用的车子对我来说才是好车子，后备箱拉货也不心疼，我开的比较多，老婆坐副驾，儿子和老妈坐后排.放东西的地方车子内放东西的地方不是特别多，每次都有点不够放
273	本身就是B级车，空间的问题根本无需担心，车很长的，不管前排后排，坐着都是很舒服的，我身高182，体重145，前排调到我习惯的驾驶位置，坐在后排的人，稍微瘦一点，翘个二郎腿没有问题，我老爹就喜欢坐在后排上，说做起来很软，有坐沙发的感觉，美其名曰儿子给老子当司机，能有什么错，后备箱的空间很充裕，深度很深，储物槽很实用，水杯架的宽度很大，就算那种大一点的玻璃茶杯也可以放进去还有要说的一点，由于车比较款，所有做起来的时候不会有那种小车的闭塞感。
